Demanda;Categoria
Em 33/33 tive um acidente onde perdi meu carro, entrei em contato com a referida empresa (POTENCIA TRUK) onde tive todo o suporte até o momento em que DEFERIRAM minha indenização, isso no dia 33/33. Até o momento não foi feita a indenização, a alegação é que o veículo era financiado e precisava está zerado de débito ou seja quitado, informei a empresa que se tivesse o valor pra quitar eu não teria financiado o veículo pois não faria sentido algum e sugeri a mesma que eu poderia puxar o boleto de quitação e encaminharia a eles para a quitação pois entendo perfeitamente que há pessoas que agem de má fé e tem os riscos de fraudes, Pôs bem, a associação disse que me pagaria em 3 parcelas e eu deveria ir amortizando o financiamento, é sabido que não sairá pelo valor de quitação pois não está sendo quitado e sim amortizado e também como assim pagar em parcelas?! Preciso de ajuda da SUSEP para resolver isso, estou disposto a enviar o boleto de quitação sem problemas algum só quero resolver, além de que o vendedor ao buscar associado apresenta 3 folha de contratação e somente, aí quando vamos acionar o sinistro aparecem dezenas de regras as quais não foram apresentadas e só ficamos sabendo quando precisamos. Desde já agradeço a empresa que foi solicita a todo momento mas infelizmente na reta final dificulta o que é simples de resolver, acredito que por se tratar de uma empresa séria e de princípios irá buscar a solução para este problema, se me perguntarem se há indico eu digo sim dado a atenção a qual tive quando precisei e estava com minha família sem saber o que fazer, pois acredito que seja um caso isolado e que será resolvido.;Seguro de Automoveis
Prezado(a),Houve o endosso da apólice nº 3333333333333 no dia 33/33/3333, mas, ultrapassado o prazo de 3 dias para o registro do endosso neste órgão, ainda não foi disponibilizado o registro.Informo que temos urgência do registro do endosso a fim de apresentar judicialmente, de modo que peço, encarecidamente, o cumprimento do prazo.Agradeço desde já e fico à disposição.Atenciosamente,Gabriel OAB/SP 333.333;Não identificada
Bom dia.Estou em viagem ao Exterior tendo feito um Seguro Viagem para Grécia em uma Seguradora (Através de uma Agência de Viagens), entre os dias 33 até 33/33 e um outro Seguro, entre os dias 33 até 33/33 para Portugal (feito pacote fora da Agência de Viagens) em outra Seguradora. Na Agência de Viagem a qual foi feito o primeiro Seguro fui informado que isto não pode ser feito pois em uma viagem com dias corridos só é possível fazer Seguro com uma única Seguradora.Favor informar se tal situação procede.Obrigado,;Não identificada
Boa Tarde,Gostaria de saber qual o motivo do nosso cadastro na Susep está scom status Suspenso!Agradeço a apreciação e retorno.GratoDanilo;Cadastro
Boa tarde. Gostaria que fosse possível disponibilizar uma base atualizada sobre prêmio e sinistro por seguradora, podendo segmentar por categoria tarifária, diferenciando dados referentes a carros e motos. No link https://www3.susep.gov.br/menuestatistica/Autoseg/menu3.aspx, é o único local onde é possível fazer essa seleção por categoria, mas além de estar com a informação desatualizada (até 3º semestre de 3333), não é possível filtrar por seguradora. Nesse sentido, para fins de estudo e pesquisa, poderiam disponibilizar uma base atualizada (até novembro/3333) sobre prêmios e sinistros do segmento de Automóvel, segmentando por seguradora, data e categoria? Fico no aguardo e desde já agradeço o auxílio.;Não identificada
"Apólice: 3333, Aviso: 333333, SINISTRO: C 33 33 33333, Tipo Ocorrência: INCÊNDIO, RAMO: HABITACIONAL - DEMAIS COBERTURAS 33/33/3333 Oficialmente a seguradora confirma o pagamento Nro 33333 programado para 33/33/3333 no valor de  R$ 333.333,33 - BENEFICIÁRIO: XS3 SEGUROS S.A.. DADOS BANCÁRIOS: Banco CAIXA ECONÔMICA FEDERAL - Agência 3333 - - Conta 333 - 3Como Proprietária do imóvel que sofreu os danos, preciso saber do relatório do que representa os itens indenizado. Os 333 mil representa estoque, estrutura, serviço, matéria prima, ? Eu entreguei uma listagem detalhada de todas as perdas e danos, preciso ter a mesma transparência na informação dos danos reembolsados, e entender como promoveram o calculo que soma os 333 mil.Uma vez que os danos somam um valor bem superior (orçamento inicial ultrapassa 333 mil reais) ao promovido pagamento (apenas 333 mil). Aberto pedido aos analistas dia 33/33/3333 (atendimento 3333333), 33/33/3333 (atendimento 3333333), 33/33/3333 (atendimento 3333333), 33/33/3333 (atendimento 3333333), 33/33/3333 (atendimento 3333333). Tive apenas a seguinte informação da gerencia da Caixa Econômica:Áureo +33 33 3333-3333Boa tarde Aline, No SIGA não consta relação discriminando itens indenizados, consta apenas os valores globais dos seguintes itens:- Danos físicos, na estrutura do imóvel;- Danos aos materiais da obra/construção.Aguardo com urgência uma orientação dos danos reembolsados, com detalhes. Hoje não tenho transparência.  Da mesma forma que tive que promover o orçamentos apresentado preciso saber diante do que devo executar com os 333 mil.";Seguro de Danos
Boa tarde. Meu nome é Maria Cristina. Meu irmão JOSÉ CARLOS, CPF. 333.333.333-33, faleceu em novembro de 3333. Ao dar seguimento as pendências que ele havia deixado, descobri que havia desconto de seguro de vida da conta bancária dele no Bradesco em nome da empresa MULTUAL ADMINISTRADORA E CORRETORA DE SEGUROS LTDA. Não temos documentos algum referente à esta contratação de seguro. Não consigo localizar endereço para contato, e-mail. Desde o falecimento do segurado não consegui contato para abertura do sinistro. Sendo assim, venho por meio desta suplicar ajuda para obter a apólice do seguro da referida seguradora ou que entre em contato comigo pois, como não consegui avisar do falecimento dele, continuaram a fazer os descontos na conta a qual chegou a ficar negativada até agora. Preciso da ajuda de vocês para localizar esta empresa para que entre em contato comigo. Obrigada pela atenção.;Cadastro
Prezada Senhora Bruna, boa tarde ! Agradecemos pelo seu contato.  A SUSEP é a Autarquia Federal responsável pelo controle e fiscalização dos mercados de seguro, previdência complementar aberta, capitalização e resseguro. O objetivo da Ouvidoria é possibilitar a participação dos cidadãos e aprimorar o controle social sobre as instituições públicas. Percebemos em sua demanda  um problema quanto ao cadastro na Susep. Antecipadamente, informamos que este não é o canal adequado para assuntos pertinentes a corretores e explicaremos o porquê:3- A ÚNICA área competente na Susep para resolver essas questões responde pelos e-mails enviados ao email, cujo prazo de atendimento é de até 33 (quarenta e oito) HORAS ÚTEIS ou 3 (seis) DIAS ÚTEIS. 3- Já o Fala.BR tem por obrigação legal responder em até 33 dias, prorrogáveis para mais 33 dias, dependendo da complexidade da resposta elaborada pela área técnica. E a área técnica em questão, nos responderá a partir do e-mail email, logo levaria  mais tempo do que o contato direto. 3- Não recomendamos buscar o SIC, pois o assunto não cabe à Lei de Acesso a Informação - LAI por tratar de assunto confidencial e a única informação que caberia seria indicar os meios para ter acesso ao site dos corretores. Diante do exposto, ressaltamos que, POR DETERMINAÇÃO, para verificar problemas no registro de corretores, a área responsável precisará de informações, tais como: nome completo do corretor e corretora, CPF/CNPJ, número do cadastro SUSEP, cópia dos e-mails encaminhados contendo o endereço eletrônico do remetente, evidências dos problemas ocorridos, como print das telas, além de outras informações que a pessoa julgar pertinente informar. A área técnica também solicita que verifique suas caixas de SPAM, pois identificou-se um alto índice de respostas que foram direcionadas pra lá. Caso o senhor tivesse encaminhado em anexo alguma evidência de que já tenha realizado contato com a área indicada, poderíamos tentar agilizar a questão encaminhando esses anexos à área competente. Se porventura possua outra dúvida, que não seja sobre cadastro de corretores, esta ouvidoria estará à disposição, no âmbito desta autarquia, para novas instruções que forem pertinentes. Atenciosamente, Equipe de Ouvidoria da Susep;Cadastro
Estou a mais de 3 meses tentando cancelamento com a seguradora FLIX (CNPJ 33.333.333/3333-33 RAZÃO SOCIAL: FBXG SEGUROS S.A.), quando eu ligo no SAC a ligação é direcionada para a central de sinistro, e ninguém consegue me ajudar. Estão me cobrando todo mês no cartão de crédito um serviço que não consigo cancelar, cheguei a registrar uma reclamação no site Reclame Aqui mas também não foi o suficiente.;Seguro de Pessoas
Sugiro cadastro único para corretores de seguro, sem necessidade de envio de documentos já em poder da SUSEP, para cada seguradora.Bastaria o fornecimento da certidão fornecida pela SUSEP, recente, com indicação do banco, agência e conta corrente, para depósito das comissões. Um estudo para um formulário padrão, para cotação do risco, levando-se em consideração o valor do prêmio pelo chassis ou placa, pois a diversificação de modelos dentro de uma mesma marca, levam duvidas para o proponente, pois nos documentos do veículo não é bem detalhado.Já temos uma seguradora que tem esse procedimento, fazendo o enquadramento pela placa, que trás o modelo do veículo.Cordialmente.José;Cadastro
Prezados, boa tarde !Quero  Obrigado.;Não identificada
Capô, Paralama Direito, Paralama Esquerdo, Demais danos demais danos a verificar.VistoriaTipo de vistoria:SINISTROData prevista da vistoria:33/33/3333Data da realização da vistoria:33/33/3333Oficina:GS CAR CHAPEACAO E PINTURAEndereço:RUA TRAVESSAO SOLFERINO, 3333 - CRUZEIRO - CAXIAS DO SUL / RS - CEP 33333-333Telefone da oficina:(33) 3333-3333Contato na oficina:Mauricio Reparos:NÃO AUTORIZADOEnvio de documentosSe você precisa enviar algum documento relacionado ao seu sinistro.CLIQUE AQUIFicou com alguma dúvida?Você pode acompanhar esse sinistro junto com o analista aqui mesmo pelo Portal.FALAR COM O ANALISTAALEX;Não identificada
Sou proprietario da corretora de seguros cnpj 33333333/3333-33, solicitei a certidão de aptidão da corretora, e foi me enviado a certidão só com alguns ramos, e gostaria da certidão com todos os ramos, pois o responsável técnico é Flavio  cif 33333333333. segue certidão disponibilizada por vocês, preciso a certidão que nos de aptidão para trabalhar todos os ramos . obrigado;Cadastro
A Empresa Suhai Seguradora não está cumprindo com a sua função. Houve uma colisão cujo o sinistro é 3333333333333, foi feito todo protocolo pedido pela seguradora em que a Sofia colidiu com meu carro na Rua Padre Anchieta esquina com a rua Pedro Javaroni. No dia 33/33/3333. Foi feita a vistoria no veículo no dia 33/33/3333 e a partir desde momento a seguradora não se pronunciou mais. Liguei na ouvidoria da Suhai Seguradora, fiz uma reclamação que gerou um protocolo de número 33333333, em que estabelecer ia uma data para a autorização da seguradora para o conserto do veículo, o que não aconteceu até hoje. A segurada Sofia está empenhada em resolver está questão juntamente comigo, mas a seguradora não libera a oficina para o concerto do automóvel. Me informei e descobri a Susep, que è o órgão responsável por seguros privados e resolvi fazer essa reclamação.;Seguro de Automoveis
"Boa tarde,sou corretor de seguros pessoa física e pessoa jurídica e meu cadastro na Susep está suspenso.Entrei em contato para tentar resolver e me foi informado que estaria faltando o contrato social mesmo eu tendo enviado todos os documentos na época do recadastramento. Agora com a minha susep suspensa estou impossibilitado de trabalhar pelas seguradoras.Fui instruído a entrar no site para enviar o documento mas já tentei por todos os navegadores e deu error.Não consigo entrar no sistema.Segue último email :""Prezado(a) corretor(a),Desde a migração do login para o serviço do Gov.Br, a autenticação não está mais sob domínio da Susep. Mesmo assim, foram realizados testes com um usuário/corretor de teste cadastrado, com conta nível ouro no Gov.Br, e o login ocorreu com sucesso.   Sendo assim, recomendamos procurar a Secretaria de Governo Digital (SGD) – www.gov.br –  para tentar solucionar o problema.""Como faço pra resolver? Eu tenho o contrato social em arquivo.Vocês não conseguem dar baixa por ai pra ser mais rápido?Att,Diogo Corretor de Seguros";Não identificada
